선택 직무,질문 구성,번호,질문,모범 답변
기획/전략,직무관련1,17,우리 회사의 사업 전략을 분석해보신 적 있으신가요?,
기획/전략,직무관련1,18,기획 도구나 분석 툴 중에서 사용해본 것이 있으신가요?,
기획/전략,직무관련1,19,"실패한 기획 사례를 하나 말씀해주시고, 왜 실패했다고 생각하시나요?",
기획/전략,직무관련1,20,기획부터 실행까지 전 과정에서 기획자의 역할은 무엇이라고 보시나요?,
기획/전략,직무관련2,1,사업 타당성을 검토할 때 어떤 점을 중점적으로 분석하시겠어요?,
기획/전략,직무관련2,2,이해관계자들의 반대에 부딪혔을 때 어떻게 설득하시겠어요?,
기획/전략,직무관련2,3,혁신과 안정성 중 어느 것이 더 중요하다고 보시나요?,
기획/전략,직무관련2,4,전략 실행력을 높이기 위한 본인만의 방법이 있으신가요?,
기획/전략,직무관련2,5,리스크를 평가하고 관리하는 방법을 설명해 주세요.,
기획/전략,직무관련2,6,시장 트렌드를 파악하는 본인만의 방법이 있으신가요?,
기획/전략,직무관련2,7,탑다운 방식과 보텀업 방식의 차이점에 대해 설명해 주시겠어요?,
기획/전략,직무관련2,8,기획안이 승인되지 않았을 때 어떻게 대응하시겠어요?,
기획/전략,직무관련2,9,사업 성과가 예상보다 저조할 때 어떤 방식으로 개선하시겠어요?,
기획/전략,직무관련2,10,정성적 분석과 정량적 분석 중 무엇을 더 중시하시나요?,
기획/전략,직무관련2,11,다양한 부서의 의견을 조율하기 위해 어떤 노력을 하시나요?,
기획/전략,직무관련2,12,경쟁사 벤치마킹 시 어떤 관점으로 분석하시나요?,
기획/전략,직무관련2,13,기획 프로세스에서 가장 중요한 단계는 무엇이라고 생각하시나요?,
기획/전략,직무관련2,14,실행 가능성을 높이기 위해 실천하고 계신 것이 있나요?,
기획/전략,직무관련2,15,빅데이터를 활용한 기획 경험이 있으신가요?,
기획/전략,직무관련2,16,기획안이 실행 단계에서 변경되어야 할 때 어떻게 조정하시겠어요?,
기획/전략,직무관련2,17,기획자에게 가장 필요한 역량은 무엇이라고 생각하시나요?,
기획/전략,직무관련2,18,전략 목표를 달성해본 경험이 있으신가요? 어떻게 가능했나요?,
기획/전략,직무관련2,19,이해관계자 관리에서 가장 중요하게 생각하는 것은 무엇인가요?,
기획/전략,직무관련2,20,AI 시대에 기획자의 역할이 어떻게 변화하고 있다고 보시나요?,
기획/전략,갈등/문제해결,1,팀원과 전략 방향에 대한 의견 충돌이 있었던 경험과 해결 방법을 말씀해 주시겠어요?,
기획/전략,갈등/문제해결,2,기획 실행 중 예상치 못한 변수가 생겼을 때 어떻게 대처하시겠어요?,
기획/전략,갈등/문제해결,3,경영진의 지시가 현실성이 없다고 생각될 때 어떻게 하시나요?,
기획/전략,갈등/문제해결,4,이해관계자들의 이익이 상충할 때 어떻게 조정하시겠어요?,
기획/전략,갈등/문제해결,5,여러 프로젝트가 동시에 진행될 때 우선순위를 어떻게 정하시나요?,
기획/전략,갈등/문제해결,6,기획안에 대한 반대 의견이 많을 때 어떻게 하시겠어요?,
기획/전략,갈등/문제해결,7,마감 기한이 촉박한데 추가 요구사항이 생겼다면 어떻게 하시겠어요?,
기획/전략,갈등/문제해결,8,전략 실행을 성공적으로 이끈 구체적인 사례를 말씀해 주시겠어요?,
기획/전략,갈등/문제해결,9,예산 초과가 예상될 때 어떻게 대응하시겠어요?,
기획/전략,갈등/문제해결,10,부서 간 이견이 있을 때 합의를 이끌어내는 방법은요?,
기획/전략,갈등/문제해결,11,본인의 기획이 실패로 돌아갔을 때 어떻게 대처하시나요?,
기획/전략,갈등/문제해결,12,시장 상황이 급변했을 때 전략을 어떻게 수정하시겠어요?,
기획/전략,갈등/문제해결,13,데이터가 부족한 상황에서 어떻게 의사결정을 하시겠어요?,
기획/전략,갈등/문제해결,14,압박이 심한 상황에서 어떻게 감정을 관리하시나요?,
기획/전략,갈등/문제해결,15,기획이 예상과 다르게 진행될 때 어떻게 동기부여를 유지하시나요?,
기획/전략,갈등/문제해결,16,약속한 일정을 지키지 못하게 된 상황이라면 어떻게 하시겠어요?,
기획/전략,갈등/문제해결,17,프로젝트 리더 역할을 맡았을 때 갈등을 해결한 경험이 있나요?,
기획/전략,갈등/문제해결,18,"본인의 판단 착오로 손실이 발생한 경험이 있다면, 어떻게 수습하셨나요?",
기획/전략,갈등/문제해결,19,전략과 현장 실행 간 괴리가 있을 때 어떻게 대응하시겠어요?,
기획/전략,갈등/문제해결,20,문제 해결 과정에서 가장 중요하게 생각하는 원칙은 무엇인가요?,
기획/전략,실패/극복,1,기획 업무에서 겪은 가장 큰 실패 경험과 그것을 극복한 과정을 말씀해 주시겠어요?,
기획/전략,실패/극복,2,기획안이 무산되었던 경험이 있나요? 원인은 무엇이었나요?,
기획/전략,실패/극복,3,전략 목표를 달성하지 못했을 때 어떻게 재기하셨나요?,
기획/전략,실패/극복,4,기획 실패로부터 배운 가장 중요한 교훈은 무엇인가요?,
기획/전략,실패/극복,5,포기하고 싶었던 순간을 이겨낸 경험이 있으신가요?,
기획/전략,실패/극복,6,예상과 다른 결과가 나왔을 때 어떻게 대응하시나요?,
기획/전략,실패/극복,7,부정적인 피드백을 받았을 때 어떻게 받아들이시나요?,
기획/전략,실패/극복,8,실패를 두려워하지 않기 위해 어떤 마인드셋을 가지고 계신가요?,
기획/전략,실패/극복,9,역경 속에서 성장한 경험을 구체적으로 말씀해 주시겠어요?,
기획/전략,실패/극복,10,실패 후 다시 도전했을 때 성공한 사례가 있나요?,
기획/전략,실패/극복,11,가장 힘들었던 시기를 어떻게 버텨내셨나요?,
기획/전략,실패/극복,12,실수를 인정하고 책임지는 것에 대해 어떻게 생각하시나요?,
기획/전략,실패/극복,13,본인의 한계를 느꼈던 순간과 극복 방법을 말씀해 주세요.,
기획/전략,실패/극복,14,같은 실수를 반복하지 않기 위해 어떤 노력을 하시나요?,
기획/전략,실패/극복,15,좌절감을 느꼈을 때 동기부여를 얻는 방법은 무엇인가요?,
기획/전략,실패/극복,16,실패 경험이 현재의 본인을 만드는 데 어떤 영향을 주었나요?,
기획/전략,실패/극복,17,계획이 틀어졌을 때 빠르게 회복하는 본인만의 방법이 있나요?,
기획/전략,실패/극복,18,실패를 성공의 밑거름으로 만든 구체적인 사례를 말씀해 주세요.,
기획/전략,실패/극복,19,지금까지의 실패 경험 중 가장 값진 배움을 준 것은 무엇인가요?,
기획/전략,실패/극복,20,앞으로 또 실패하게 된다면 어떻게 대처하실 건가요?,
기획/전략,목표,1,입사 후 1년 내에 달성하고 싶은 목표는 무엇인가요?,
기획/전략,목표,2,5년 후 전략 기획자로서 본인의 모습을 어떻게 그리고 계신가요?,
기획/전략,목표,3,기획자로서 궁극적으로 이루고 싶은 것은 무엇인가요?,
기획/전략,목표,4,우리 회사에서 어떤 성과를 내고 싶으신가요?,
기획/전략,목표,5,커리어 목표를 달성하기 위해 현재 어떤 노력을 하고 계신가요?,
기획/전략,목표,6,본인만의 장기 커리어 플랜이 있으신가요?,
기획/전략,목표,7,어떤 기획 전문가로 성장하고 싶으신가요?,
기획/전략,목표,8,10년 후에는 어떤 위치에 있고 싶으신가요?,
기획/전략,목표,9,입사 후 가장 먼저 도전해보고 싶은 전략 프로젝트는 무엇인가요?,
기획/전략,목표,10,본인의 목표와 우리 회사의 비전이 어떻게 연결되나요?,
기획/전략,목표,11,전문성을 키우기 위해 어떤 분야를 더 공부하고 싶으신가요?,
기획/전략,목표,12,롤모델이 있으신가요? 왜 그 사람을 롤모델로 삼으셨나요?,
기획/전략,목표,13,기획 분야에서 본인만의 강점을 살려 어떤 전문가가 되고 싶으신가요?,
기획/전략,목표,14,단기 목표와 장기 목표를 각각 말씀해 주시겠어요?,
기획/전략,목표,15,성공적인 커리어를 위해 가장 중요하다고 생각하는 것은 무엇인가요?,
기획/전략,목표,16,우리 회사에서 어떤 가치를 창출하고 싶으신가요?,
기획/전략,목표,17,목표 달성을 위해 희생할 수 있는 것과 없는 것은 무엇인가요?,
기획/전략,목표,18,퇴직할 때 어떤 기획자로 기억되고 싶으신가요?,
기획/전략,목표,19,본인의 커리어에서 가장 중요하게 생각하는 가치는 무엇인가요?,
기획/전략,목표,20,앞으로 이 분야에서 어떤 영향력을 발휘하고 싶으신가요?,
